municipality_id,treated,supplement,month,incidents
7,0,0,2025-10,54.6
7,0,0,2025-11,54.56
7,0,0,2025-12,60.21
7,0,0,2026-01,56.34
7,0,0,2026-02,53.85
7,0,0,2026-03,57.53
7,0,0,2026-04,58.59
7,0,0,2026-05,58.52
7,0,0,2026-06,61.47
7,0,0,2026-07,59.53
7,0,0,2026-08,61.32
7,0,0,2026-09,65.21
7,0,0,2026-10,55.45
7,0,0,2026-11,60.05
7,0,0,2026-12,54.61
7,0,0,2027-01,56.28
7,0,0,2027-02,60.94
8,0,0,2023-01,23.06
8,0,0,2023-02,24.27
8,0,0,2023-03,30.57
8,0,0,2023-04,22.72
8,0,0,2023-05,29.76
8,0,0,2023-06,26.62
8,0,0,2023-07,30.46
8,0,0,2023-08,25.02
8,0,0,2023-09,23.6
8,0,0,2023-10,28.57
8,0,0,2023-11,24.54
8,0,0,2023-12,26.67
8,0,0,2024-01,26.89
8,0,0,2024-02,23.52
8,0,0,2024-03,26.87
8,0,0,2024-04,27.9
8,0,0,2024-05,25.81
8,0,0,2024-06,26.76
8,0,0,2024-07,24.64
8,0,0,2024-08,20.29
8,0,0,2024-09,21.97
8,0,0,2024-10,19.25
8,0,0,2024-11,23.11
8,0,0,2024-12,28.04
8,0,0,2025-01,28.6
8,0,0,2025-02,28.35
8,0,0,2025-03,24.4
8,0,0,2025-04,26.91
8,0,0,2025-05,25.96
8,0,0,2025-06,29.03
8,0,0,2025-07,29.54
8,0,0,2025-08,33.17
8,0,0,2025-09,25.66
8,0,0,2025-10,22.85
8,0,0,2025-11,24.16
8,0,0,2025-12,32.39
8,0,0,2026-01,28.46
8,0,0,2026-02,24.15
8,0,0,2026-03,26.34
8,0,0,2026-04,28.59
8,0,0,2026-05,25.84
8,0,0,2026-06,25.58
8,0,0,2026-07,24.12
8,0,0,2026-08,25.82
8,0,0,2026-09,21.14
8,0,0,2026-10,24.43
8,0,0,2026-11,19.57
8,0,0,2026-12,25.02
8,0,0,2027-01,25.52
8,0,0,2027-02,33.19
9,0,0,2023-01,21.34
9,0,0,2023-02,26.28
9,0,0,2023-03,28.05
9,0,0,2023-04,24.62
9,0,0,2023-05,29.67
9,0,0,2023-06,26.07
9,0,0,2023-07,22.55
9,0,0,2023-08,22.11
9,0,0,2023-09,26.22
9,0,0,2023-10,26.94
9,0,0,2023-11,28.89
9,0,0,2023-12,24.09
9,0,0,2024-01,29.28
9,0,0,2024-02,30.41
9,0,0,2024-03,26.39
9,0,0,2024-04,26.33
9,0,0,2024-05,26.64
9,0,0,2024-06,25.79
9,0,0,2024-07,27.46
9,0,0,2024-08,18.02
9,0,0,2024-09,25.41
9,0,0,2024-10,26.34
9,0,0,2024-11,21.72
9,0,0,2024-12,24.35
9,0,0,2025-01,24.03
9,0,0,2025-02,27.23
9,0,0,2025-03,29.15
9,0,0,2025-04,28.22
9,0,0,2025-05,29.83
9,0,0,2025-06,30.38
9,0,0,2025-07,22.31
9,0,0,2025-08,25.54
9,0,0,2025-09,26.83
9,0,0,2025-10,24.94
9,0,0,2025-11,22.34
9,0,0,2025-12,28.25
9,0,0,2026-01,21.39
9,0,0,2026-02,28.15
9,0,0,2026-03,29.19
9,0,0,2026-04,30.14
9,0,0,2026-05,27.57
9,0,0,2026-06,26.36
9,0,0,2026-07,27.77
9,0,0,2026-08,25.72
9,0,0,2026-09,21.09
9,0,0,2026-10,22.51
9,0,0,2026-11,26.06
9,0,0,2026-12,23.65
9,0,0,2027-01,26.69
9,0,0,2027-02,25.65
10,1,0,2023-01,37.09
10,1,0,2023-02,41.08
10,1,0,2023-03,33.72
10,1,0,2023-04,38.28
10,1,0,2023-05,37.52
10,1,0,2023-06,34.46
10,1,0,2023-07,36.53
10,1,0,2023-08,42.28
10,1,0,2023-09,34.37
10,1,0,2023-10,35.49
10,1,0,2023-11,37.15
10,1,0,2023-12,34.47
10,1,0,2024-01,30.23
10,1,0,2024-02,39.03
10,1,0,2024-03,34.71
10,1,0,2024-04,29.58
10,1,0,2024-05,34.74
10,1,0,2024-06,34.06
10,1,0,2024-07,39.52
10,1,0,2024-08,33.55
10,1,0,2024-09,39.68
10,1,0,2024-10,37.62
10,1,0,2024-11,34.27
10,1,0,2024-12,33.51
10,1,0,2025-01,40.0
10,1,0,2025-02,38.91
10,1,0,2025-03,36.0
10,1,0,2025-04,36.29
10,1,0,2025-05,39.35
10,1,0,2025-06,40.56
10,1,0,2025-07,38.72
10,1,0,2025-08,42.0
10,1,0,2025-09,35.42
10,1,0,2025-10,34.41
10,1,0,2025-11,39.0
10,1,0,2025-12,34.57
10,1,0,2026-01,40.72
10,1,0,2026-02,33.28
10,1,0,2026-03,34.97
10,1,0,2026-04,36.65
10,1,0,2026-05,35.32
10,1,0,2026-06,31.35
10,1,0,2026-07,34.71
10,1,0,2026-08,25.84
10,1,0,2026-09,27.41
10,1,0,2026-10,28.97
10,1,0,2026-11,30.13
10,1,0,2026-12,26.01
10,1,0,2027-01,33.79
10,1,0,2027-02,30.74
11,1,0,2023-01,31.56
11,1,0,2023-02,32.98
11,1,0,2023-03,40.18
11,1,0,2023-04,34.49
11,1,0,2023-05,35.13
11,1,0,2023-06,37.68
11,1,0,2023-07,33.48
11,1,0,2023-08,31.06
11,1,0,2023-09,30.36
11,1,0,2023-10,37.98
11,1,0,2023-11,29.96
11,1,0,2023-12,33.63
11,1,0,2024-01,37.01
11,1,0,2024-02,37.27
11,1,0,2024-03,40.39
11,1,0,2024-04,37.66
11,1,0,2024-05,42.69
11,1,0,2024-06,38.89
11,1,0,2024-07,32.5
11,1,0,2024-08,33.29
11,1,0,2024-09,31.5
11,1,0,2024-10,30.61
11,1,0,2024-11,30.66
11,1,0,2024-12,35.49
11,1,0,2025-01,41.76
11,1,0,2025-02,37.12
11,1,0,2025-03,37.79
11,1,0,2025-04,38.15
11,1,0,2025-05,40.02
11,1,0,2025-06,38.38
11,1,0,2025-07,35.34
11,1,0,2025-08,42.83
11,1,0,2025-09,34.25
11,1,0,2025-10,32.92
11,1,0,2025-11,33.11
11,1,0,2025-12,34.03
11,1,0,2026-01,42.11
11,1,0,2026-02,34.13
11,1,0,2026-03,34.69
11,1,0,2026-04,30.94
11,1,0,2026-05,28.67
11,1,0,2026-06,31.2
11,1,0,2026-07,33.61
11,1,0,2026-08,26.4
11,1,0,2026-09,25.7
11,1,0,2026-10,30.55
11,1,0,2026-11,30.49
11,1,0,2026-12,26.75
11,1,0,2027-01,26.1
11,1,0,2027-02,31.24
12,1,1,2023-01,27.24
12,1,1,2023-02,34.76
12,1,1,2023-03,30.03
12,1,1,2023-04,31.57
12,1,1,2023-05,32.96
12,1,1,2023-06,33.0
12,1,1,2023-07,34.96
12,1,1,2023-08,30.41
12,1,1,2023-09,34.13
12,1,1,2023-10,31.38
12,1,1,2023-11,32.33
12,1,1,2023-12,33.24
12,1,1,2024-01,30.01
12,1,1,2024-02,32.87
12,1,1,2024-03,29.35
12,1,1,2024-04,36.08
12,1,1,2024-05,37.88
12,1,1,2024-06,33.97
12,1,1,2024-07,25.17
12,1,1,2024-08,30.83
12,1,1,2024-09,33.28
12,1,1,2024-10,33.02
12,1,1,2024-11,31.52
12,1,1,2024-12,33.05
12,1,1,2025-01,34.19
12,1,1,2025-02,36.23
12,1,1,2025-03,35.25
12,1,1,2025-04,35.31
12,1,1,2025-05,37.25
12,1,1,2025-06,33.47
12,1,1,2025-07,34.88
12,1,1,2025-08,32.2
12,1,1,2025-09,31.14
12,1,1,2025-10,36.75
12,1,1,2025-11,25.09
12,1,1,2025-12,31.22
12,1,1,2026-01,34.64
12,1,1,2026-02,33.82
12,1,1,2026-03,34.31
12,1,1,2026-04,29.65
12,1,1,2026-05,31.54
12,1,1,2026-06,23.5
12,1,1,2026-07,21.31
12,1,1,2026-08,24.03
12,1,1,2026-09,25.16
12,1,1,2026-10,24.5
12,1,1,2026-11,32.06
12,1,1,2026-12,21.53
12,1,1,2027-01,22.45
12,1,1,2027-02,19.87
13,1,1,2023-01,33.95
13,1,1,2023-02,41.06
13,1,1,2023-03,48.59
13,1,1,2023-04,40.87
13,1,1,2023-05,46.67
13,1,1,2023-06,40.97
13,1,1,2023-07,42.0
13,1,1,2023-08,40.15
13,1,1,2023-09,43.43
13,1,1,2023-10,41.94
13,1,1,2023-11,39.76
13,1,1,2023-12,40.79
13,1,1,2024-01,40.61
13,1,1,2024-02,41.49
13,1,1,2024-03,43.74
13,1,1,2024-04,42.43
13,1,1,2024-05,41.62
13,1,1,2024-06,38.62
13,1,1,2024-07,37.99
13,1,1,2024-08,39.61
13,1,1,2024-09,36.73
13,1,1,2024-10,39.06
13,1,1,2024-11,42.82
13,1,1,2024-12,41.71
13,1,1,2025-01,38.37
13,1,1,2025-02,41.69
13,1,1,2025-03,43.1
13,1,1,2025-04,43.84
13,1,1,2025-05,42.15
13,1,1,2025-06,43.43
13,1,1,2025-07,40.95
13,1,1,2025-08,39.36
13,1,1,2025-09,40.8
13,1,1,2025-10,44.12
13,1,1,2025-11,37.82
13,1,1,2025-12,41.07
13,1,1,2026-01,41.21
13,1,1,2026-02,46.07
13,1,1,2026-03,42.08
13,1,1,2026-04,40.83
13,1,1,2026-05,34.71
13,1,1,2026-06,41.07
13,1,1,2026-07,41.03
13,1,1,2026-08,40.6
13,1,1,2026-09,38.23
13,1,1,2026-10,29.7
13,1,1,2026-11,34.4
13,1,1,2026-12,29.46
13,1,1,2027-01,31.76
13,1,1,2027-02,29.89
14,1,1,2023-01,27.47
14,1,1,2023-02,32.99
14,1,1,2023-03,30.58
14,1,1,2023-04,30.81
14,1,1,2023-05,24.85
14,1,1,2023-06,35.32
14,1,1,2023-07,26.07
14,1,1,2023-08,28.46
14,1,1,2023-09,24.58
14,1,1,2023-10,26.22
14,1,1,2023-11,24.88
14,1,1,2023-12,32.43
14,1,1,2024-01,25.72
14,1,1,2024-02,27.84
14,1,1,2024-03,31.04
14,1,1,2024-04,33.97
14,1,1,2024-05,30.96
14,1,1,2024-06,32.87
14,1,1,2024-07,27.51
14,1,1,2024-08,24.74
14,1,1,2024-09,25.88
14,1,1,2024-10,27.0
14,1,1,2024-11,20.4
14,1,1,2024-12,27.33
14,1,1,2025-01,27.04
14,1,1,2025-02,34.66
14,1,1,2025-03,30.29
14,1,1,2025-04,27.52
14,1,1,2025-05,31.4
14,1,1,2025-06,34.07
14,1,1,2025-07,33.74
14,1,1,2025-08,27.68
14,1,1,2025-09,24.17
14,1,1,2025-10,28.33
14,1,1,2025-11,29.83
14,1,1,2025-12,30.28
14,1,1,2026-01,28.13
14,1,1,2026-02,28.24
14,1,1,2026-03,27.63
14,1,1,2026-04,29.04
14,1,1,2026-05,23.24
14,1,1,2026-06,25.9
14,1,1,2026-07,26.76
14,1,1,2026-08,26.95
14,1,1,2026-09,26.94
14,1,1,2026-10,21.89
14,1,1,2026-11,25.67
14,1,1,2026-12,23.84
14,1,1,2027-01,20.39
14,1,1,2027-02,22.67
15,1,1,2023-01,19.72
15,1,1,2023-02,23.94
15,1,1,2023-03,23.56
15,1,1,2023-04,18.41
15,1,1,2023-05,24.14
15,1,1,2023-06,20.48
15,1,1,2023-07,21.5
15,1,1,2023-08,17.86
15,1,1,2023-09,19.63
15,1,1,2023-10,22.69
15,1,1,2023-11,22.47
15,1,1,2023-12,24.65
15,1,1,2024-01,23.93
15,1,1,2024-02,23.11
15,1,1,2024-03,21.84
15,1,1,2024-04,19.08
15,1,1,2024-05,23.58
15,1,1,2024-06,19.79
15,1,1,2024-07,25.05
15,1,1,2024-08,18.02
15,1,1,2024-09,21.44
15,1,1,2024-10,21.75
15,1,1,2024-11,17.74
15,1,1,2024-12,24.1
15,1,1,2025-01,20.4
15,1,1,2025-02,20.71
15,1,1,2025-03,21.79
15,1,1,2025-04,22.23
15,1,1,2025-05,16.07
15,1,1,2025-06,21.07
15,1,1,2025-07,21.46
15,1,1,2025-08,19.06
15,1,1,2025-09,23.07
15,1,1,2025-10,19.87
15,1,1,2025-11,20.33
15,1,1,2025-12,21.73
15,1,1,2026-01,21.17
15,1,1,2026-02,21.07
15,1,1,2026-03,23.59
15,1,1,2026-04,23.08
15,1,1,2026-05,15.26
15,1,1,2026-06,15.98
15,1,1,2026-07,14.3
15,1,1,2026-08,18.5
15,1,1,2026-09,17.85
15,1,1,2026-10,15.21
15,1,1,2026-11,17.46
15,1,1,2026-12,14.05
15,1,1,2027-01,12.65
15,1,1,2027-02,16.95
16,1,0,2023-01,32.8
16,1,0,2023-02,45.47
16,1,0,2023-03,39.09
16,1,0,2023-04,39.19
16,1,0,2023-05,45.18
16,1,0,2023-06,34.77
16,1,0,2023-07,39.39
16,1,0,2023-08,43.93
16,1,0,2023-09,42.48
16,1,0,2023-10,37.91
16,1,0,2023-11,40.48
16,1,0,2023-12,37.3
16,1,0,2024-01,38.93
16,1,0,2024-02,42.74
16,1,0,2024-03,39.21
16,1,0,2024-04,43.76
16,1,0,2024-05,37.35
16,1,0,2024-06,36.92
16,1,0,2024-07,44.02
16,1,0,2024-08,35.69
16,1,0,2024-09,36.69
16,1,0,2024-10,38.17
16,1,0,2024-11,43.4
16,1,0,2024-12,35.55
16,1,0,2025-01,43.08
16,1,0,2025-02,42.15
16,1,0,2025-03,44.26
16,1,0,2025-04,46.31
16,1,0,2025-05,37.0
16,1,0,2025-06,42.8
16,1,0,2025-07,39.31
16,1,0,2025-08,41.1
16,1,0,2025-09,41.01
16,1,0,2025-10,39.83
16,1,0,2025-11,41.52
16,1,0,2025-12,41.7
16,1,0,2026-01,44.19
16,1,0,2026-02,43.95
16,1,0,2026-03,34.46
16,1,0,2026-04,31.78
16,1,0,2026-05,34.6
16,1,0,2026-06,34.01
16,1,0,2026-07,32.69
16,1,0,2026-08,40.46
16,1,0,2026-09,35.04
16,1,0,2026-10,34.58
16,1,0,2026-11,33.26
16,1,0,2026-12,36.25
16,1,0,2027-01,34.68
16,1,0,2027-02,35.48
17,0,0,2023-01,33.27
17,0,0,2023-02,33.14
17,0,0,2023-03,33.03
17,0,0,2023-04,27.88
17,0,0,2023-05,26.39
17,0,0,2023-06,30.21
17,0,0,2023-07,31.04
17,0,0,2023-08,30.26
17,0,0,2023-09,29.74
17,0,0,2023-10,30.28
17,0,0,2023-11,28.66
17,0,0,2023-12,27.35
17,0,0,2024-01,34.61
17,0,0,2024-02,30.03
17,0,0,2024-03,24.25
17,0,0,2024-04,34.31
17,0,0,2024-05,34.6
17,0,0,2024-06,32.69
17,0,0,2024-07,21.24
17,0,0,2024-08,32.98
17,0,0,2024-09,27.12
17,0,0,2024-10,28.31
17,0,0,2024-11,23.26
17,0,0,2024-12,29.55
17,0,0,2025-01,32.69
17,0,0,2025-02,30.41
17,0,0,2025-03,30.05
17,0,0,2025-04,31.81
17,0,0,2025-05,30.28
17,0,0,2025-06,27.02
17,0,0,2025-07,27.32
17,0,0,2025-08,30.3
17,0,0,2025-09,31.36
17,0,0,2025-10,33.45
17,0,0,2025-11,24.29
17,0,0,2025-12,25.96
17,0,0,2026-01,29.71
17,0,0,2026-02,36.2
17,0,0,2026-03,32.46
17,0,0,2026-04,27.17
17,0,0,2026-05,28.17
17,0,0,2026-06,34.69
17,0,0,2026-07,26.56
17,0,0,2026-08,31.66
17,0,0,2026-09,25.16
17,0,0,2026-10,26.7
17,0,0,2026-11,26.4
17,0,0,2026-12,34.89
17,0,0,2027-01,32.07
17,0,0,2027-02,29.25
18,0,0,2023-01,37.51
18,0,0,2023-02,34.48
18,0,0,2023-03,40.48
18,0,0,2023-04,42.26
18,0,0,2023-05,43.25
18,0,0,2023-06,39.55
18,0,0,2023-07,35.46
18,0,0,2023-08,36.71
18,0,0,2023-09,36.14
18,0,0,2023-10,30.36
18,0,0,2023-11,38.46
18,0,0,2023-12,43.98
18,0,0,2024-01,37.64
18,0,0,2024-02,35.71
18,0,0,2024-03,37.26
18,0,0,2024-04,42.6
18,0,0,2024-05,42.07
18,0,0,2024-06,38.28
18,0,0,2024-07,39.84
18,0,0,2024-08,35.87
18,0,0,2024-09,40.47
18,0,0,2024-10,34.74
18,0,0,2024-11,35.63
18,0,0,2024-12,39.86
18,0,0,2025-01,42.21
18,0,0,2025-02,37.24
18,0,0,2025-03,38.27
18,0,0,2025-04,37.54
18,0,0,2025-05,36.98
18,0,0,2025-06,40.93
18,0,0,2025-07,37.61
18,0,0,2025-08,38.86
18,0,0,2025-09,33.41
18,0,0,2025-10,41.13
18,0,0,2025-11,33.26
18,0,0,2025-12,39.89
18,0,0,2026-01,35.45
18,0,0,2026-02,37.67
18,0,0,2026-03,37.06
18,0,0,2026-04,44.44
18,0,0,2026-05,38.21
18,0,0,2026-06,41.58
18,0,0,2026-07,38.96
18,0,0,2026-08,41.65
18,0,0,2026-09,35.52
18,0,0,2026-10,40.06
18,0,0,2026-11,32.95
18,0,0,2026-12,34.72
18,0,0,2027-01,36.94
18,0,0,2027-02,47.86
19,1,0,2023-01,38.15
19,1,0,2023-02,37.15
19,1,0,2023-03,38.06
19,1,0,2023-04,41.48
19,1,0,2023-05,37.4
19,1,0,2023-06,44.41
19,1,0,2023-07,37.88
19,1,0,2023-08,36.97
19,1,0,2023-09,36.85
19,1,0,2023-10,37.61
19,1,0,2023-11,38.77
19,1,0,2023-12,41.5
19,1,0,2024-01,45.13
19,1,0,2024-02,35.91
19,1,0,2024-03,38.2
19,1,0,2024-04,39.46
19,1,0,2024-05,36.87
19,1,0,2024-06,36.71
19,1,0,2024-07,36.46
19,1,0,2024-08,35.86
19,1,0,2024-09,39.4
19,1,0,2024-10,38.74
19,1,0,2024-11,44.95
19,1,0,2024-12,44.76
19,1,0,2025-01,42.94
19,1,0,2025-02,36.38
19,1,0,2025-03,43.52
19,1,0,2025-04,41.91
19,1,0,2025-05,39.7
19,1,0,2025-06,36.46
